| common ID | Swift name |   Fermi name | BAT Trigger-time | GBM Trigger-time | BAT RA | GBM RA | BAT Dec | GBM Dec | BAT T90 | GBM T90 | GBM T90_error |     GBM flux | GBM flux_error |    Epeak | Epeak_error |       alpha | alpha_error |      beta |   beta_error |
|    130627 |    130627A | GRB130627372 |            8.918 |            8.918 | 12.294 | 12.296 | -37.114 | -37.086 |    30.8 |   35.84 |         1.717 | 2.687932e-07 |   7.594632e-08 | 124.6683 |    49.86821 |  -0.7307329 |   0.4504432 |   -2.8902 |     2.303583 |
|    130623 |    130623A | GRB130623488 |           11.712 |           11.713 |  1.382 |  1.382 | -77.784 | -77.784 |    15.0 |  22.272 |         0.923 |  2.46841e-07 |   4.040709e-08 | 41.26843 |    9.191044 |  -0.9923733 |   0.5156655 | -2.743882 |    0.6221149 |
|    130612 |    130612A | GRB130612141 |            3.373 |            3.373 | 17.318 |  17.32 |  16.729 |  16.706 |     4.0 |   7.424 |         6.192 | 1.963695e-07 |   3.381673e-08 | 22.64057 |    7.168792 |    4.746712 |    7.919028 | -2.153485 |    0.1783322 |
|    130610 |    130610A | GRB130610133 |            3.204 |            3.203 | 14.961 | 14.961 |  28.187 |   28.21 |    46.4 |   21.76 |         1.639 | 3.063095e-07 |   6.017107e-08 | 150.1687 |    55.75545 |   -1.088906 |   0.2963585 | -17.99561 |  679275800.0 |
|    130609 |    130609B | GRB130609902 |           21.644 |           21.643 |  3.585 |  3.585 | -40.168 | -40.176 |   210.6 | 191.491 |         2.862 | 3.324613e-06 |   1.269101e-07 | 311.3989 |    38.98755 |  -0.3896757 |   0.1081598 | -2.199119 |    0.1969276 |
|    130609 |    130609A | GRB130609129 |            3.086 |            3.086 | 10.179 | 10.178 |  24.124 |  24.101 |     7.0 |   5.376 |         1.498 | 2.578284e-07 |   3.887178e-08 | 31.37396 |    16.26216 |  0.09030609 |    2.055595 | -2.015369 |    0.1699209 |
|    130528 |    130528A | GRB130528695 |            16.69 |            16.69 |  9.294 |  9.249 |    87.3 |   87.27 |    59.4 |  55.553 |         1.864 | 1.147296e-06 |   8.703501e-08 | 211.4777 |    21.50493 |   0.2276479 |   0.1898112 | -2.893943 |    0.6387926 |
|    130515 |    130515A | GRB130515056 |            1.355 |            1.355 | 18.896 | 18.895 | -54.283 | -54.281 |    0.29 |   0.256 |         0.091 | 8.041626e-06 |   7.044444e-07 | 516.3757 |    83.93607 |  -0.1354376 |   0.2388877 | -7.440945 |     258.9554 |
|    130502 |    130502A | GRB130502743 |           17.842 |           17.842 |  9.239 |  9.238 |  -0.134 |  -0.123 |     3.0 |   3.328 |         2.064 |  1.66459e-07 |   4.130122e-08 | 83.53255 |    36.78531 |   -1.179902 |   0.4812161 | -13.92188 |   14361140.0 |
|    130420 |    130420B | GRB130420539 |           12.942 |           12.942 | 12.206 | 12.209 |  54.376 |  54.391 |    10.2 |  13.824 |         5.278 | 1.817596e-07 |   4.267284e-08 |   55.237 |    12.76663 |    1.191775 |    1.366754 |  -2.64684 |    0.5787035 |
|    130420 |    130420A | GRB130420313 |            7.475 |            7.506 | 13.075 | 13.074 |  59.421 |   59.42 |   123.5 | 104.962 |         8.809 | 2.968471e-07 |   3.130405e-08 | 58.71772 |    6.265651 |  -0.0304168 |   0.5771997 | -21.30344 |  425580200.0 |
|    130216 |    130216A | GRB130216927 |           22.257 |           22.256 |  4.527 |  4.527 |   14.67 |   14.67 |     6.5 |   6.592 |         0.345 | 1.572151e-06 |   7.915772e-08 | 138.5024 |    19.27048 |  0.06320141 |   0.2430824 | -2.044586 |    0.1349174 |
|    130216 |    130216B | GRB130216790 |            18.97 |            18.97 |  3.924 |  3.925 |   2.036 |    2.04 |     3.7 |  12.992 |          1.28 | 1.724022e-06 |   8.059386e-08 | 54.53981 |    20.82623 |  -0.8671144 |   0.4057204 | -1.821026 |   0.05557547 |
|    121211 |    121211A | GRB121211574 |           13.784 |           13.784 | 13.038 | 13.036 |  30.173 |  30.161 |   182.0 |   5.632 |         1.717 | 1.891271e-07 |   6.972677e-08 | 111.2914 |    44.98701 |  -0.6449137 |   0.5417175 | -3.002151 |     3.076529 |
|    121128 |    121128A | GRB121128212 |            5.094 |            5.097 | 20.039 |  20.04 |  54.301 |    54.3 |    23.3 |  17.344 |         0.923 | 1.558807e-06 |    6.33829e-08 | 115.3063 |    6.532349 |  -0.4591057 |   0.1087446 | -15.64179 |    2159731.0 |
|    121125 |    121125A | GRB121125356 |            8.541 |            8.542 | 15.235 | 15.235 |  55.318 |  55.322 |    52.2 |  49.857 |         2.099 | 6.611513e-07 |   7.395617e-08 | 171.7838 |    48.45022 |   -0.646021 |   0.2812452 | -2.416946 |     0.634873 |
|    121123 |    121123A | GRB121123421 |           10.045 |             10.1 | 20.489 | 20.488 | -11.873 | -11.859 |   317.0 | 102.338 |        31.849 | 4.718286e-07 |   7.557376e-08 |  163.853 |    26.17831 |  -0.3837533 |   0.2615603 | -8.769751 |     2722.153 |
|    121031 |    121031A | GRB121031949 |           22.842 |           22.788 | 11.385 | 11.385 |  -3.513 |  -3.511 |   226.0 | 242.436 |         4.404 | 7.367561e-07 |   9.784237e-08 | 299.7718 |    98.33915 |  -0.6931477 |   0.2064775 | -2.738334 |     1.965278 |
|    120922 |    120922A | GRB120922939 |           22.508 |           22.536 | 15.651 |  15.65 | -20.181 | -20.182 |   173.0 | 182.275 |        19.777 | 1.985811e-07 |    3.59711e-08 | 65.40438 |    24.02708 |   -1.047324 |   0.6229689 |  -2.47594 |    0.6072668 |
|    120913 |    120913B | GRB120913997 |           23.933 |           23.933 | 14.244 | 14.243 | -14.508 | -14.535 |   126.0 |  130.05 |         3.566 | 8.695222e-07 |   6.120852e-08 | 241.1697 |    95.86045 |  -0.7804667 |   0.2328068 | -1.897487 |    0.1791512 |
|    120913 |    120913A | GRB120913846 |           20.306 |           20.306 |   9.76 |  9.762 |  26.959 |  26.977 |    30.1 |  33.792 |         1.379 | 2.514844e-07 |   4.712709e-08 | 20.79626 |    10.74825 |   0.4559587 |     4.87062 | -2.243265 |    0.2163872 |
|    120911 |    120911A | GRB120911298 |            7.142 |            7.143 | 23.864 | 23.865 |   63.09 |  63.098 |    17.8 |  22.016 |         1.833 | 2.592272e-07 |   5.114037e-08 | 67.74883 |    13.69843 |  -0.7870346 |   0.3889586 | -3.177134 |     1.661342 |
|    120907 |    120907A | GRB120907017 |            0.406 |            0.407 |  4.982 |  4.983 |  -9.323 |  -9.315 |    16.9 |    5.76 |         1.778 | 4.084654e-07 |   7.799027e-08 | 133.8963 |    42.99683 |  -0.9355976 |   0.3040822 | -8.877418 |     12518.22 |
|    120811 |    120811C | GRB120811649 |           15.581 |           15.582 | 13.313 | 13.314 |  62.297 |  62.291 |    26.8 |  14.336 |         6.557 |  5.21893e-07 |    6.55163e-08 | 32.60298 |    6.479752 |    4.591173 |    4.369969 | -2.232736 |    0.1643001 |
|    120728 |    120728A | GRB120728934 |            22.42 |            22.42 |  9.139 |   9.14 | -54.437 | -54.438 |   22.06 |  32.768 |         2.429 | 5.047645e-07 |   1.116208e-07 | 398.5145 |    218.1849 |  -0.9161421 |   0.2941894 | -5.304485 |     261.1297 |
|    120703 |    120703A | GRB120703726 |           17.423 |           17.421 | 22.624 | 22.624 | -29.726 | -29.724 |    25.2 |    8.96 |         1.379 | 4.099826e-06 |   1.432517e-07 | 407.0606 |    30.21108 |   -0.648455 |  0.05681458 | -3.670717 |     1.896861 |
|    120403 |    120403B | GRB120403857 |           20.566 |           20.566 |   3.62 |  3.689 | -89.029 | -89.009 |     7.3 |   4.288 |         1.935 | 3.004767e-07 |   8.961894e-08 | 209.1163 |    99.83375 |  -0.5463803 |   0.4360143 | -2.924552 |     3.609596 |
|    120312 |    120312A | GRB120312671 |           16.108 |           16.108 | 16.787 | 16.787 |  23.881 |  23.881 |    14.2 |  13.312 |         3.167 | 1.694133e-07 |   6.550796e-08 | 95.04259 |    44.07884 |  -0.1870425 |    1.035677 | -2.581779 |     1.405247 |
|    120212 |    120212A | GRB120212383 |            9.189 |             9.19 |  2.872 |  2.874 | -18.043 | -18.025 |    5.52 |   9.216 |         0.724 | 1.958544e-07 |   4.228255e-08 | 34.28588 |    12.06764 |  -0.5855153 |    1.097225 | -2.471734 |    0.4465115 |
|    120119 |    120119A | GRB120119170 |            4.075 |            4.074 |  8.002 |  8.002 |  -9.076 |  -9.803 |   253.8 |  55.297 |         6.229 | 2.908666e-06 |    8.82327e-08 |   274.49 |    31.76734 |  -0.8422723 |  0.06524489 | -2.349339 |    0.2383105 |
|    120118 |    120118B | GRB120118709 |           17.006 |           17.006 |  8.324 |  8.324 |  -7.178 |  -7.182 |   23.26 |  37.825 |        12.586 | 1.828941e-07 |   6.471384e-08 | 67.13271 |    12.69811 |  -0.9315465 |   0.3508093 | -5.944047 |     145.9666 |
|    120102 |    120102A | GRB120102095 |            2.265 |            2.273 | 18.415 | 18.415 |  24.713 |  24.714 |    38.7 |  28.416 |         8.204 |  2.66562e-06 |   8.557941e-08 | 274.1847 |    49.87958 |  -0.9573993 |   0.0765114 | -1.942021 |    0.1025903 |
|    111228 |    111228A | GRB111228657 |           15.745 |           15.759 | 10.004 | 10.004 |  18.284 |  18.299 |   101.2 |  99.842 |         2.111 | 1.369611e-06 |   8.491401e-08 | 94.72234 |    11.90862 |   -1.374451 |  0.08393044 | -2.725856 |    0.5113714 |
|    111107 |    111107A | GRB111107035 |             0.84 |             0.84 |  8.632 |  8.632 |  -66.52 |  -66.52 |    26.6 |  12.032 |         0.923 | 2.528505e-07 |   8.545003e-08 | 128.8109 |    76.39503 |  -0.6491599 |   0.7309694 | -2.547354 |     1.633896 |
|    111103 |    111103A | GRB111103441 |           10.587 |           10.587 | 21.807 | 21.808 | -10.532 | -10.547 |    11.6 |  11.968 |         6.426 | 8.910334e-07 |   1.562956e-07 | 194.1688 |    34.97236 |   -0.426919 |   0.2072265 | -3.795192 |     6.201913 |
|    110921 |    110921A | GRB110921577 |           13.856 |           13.856 | 19.606 | 19.605 |  36.355 |  36.377 |    48.0 |  40.705 |          1.81 | 3.658555e-07 |   6.585608e-08 | 155.1414 |    94.17326 |  -0.8937544 |   0.3877138 | -1.994335 |    0.4711077 |
|    110818 |    110818A | GRB110818860 |            20.63 |           20.632 | 21.158 | 21.156 | -63.981 | -63.981 |   103.0 |  67.073 |         3.916 | 4.520445e-07 |   5.100752e-08 | 54.89148 |    34.48289 |    1.246445 |    2.916469 | -1.634812 |    0.1203184 |
|    110731 |    110731A | GRB110731465 |           11.158 |           11.158 | 18.701 |   18.7 | -28.536 | -28.537 |    38.8 |   7.485 |         0.572 | 2.410084e-06 |   1.176798e-07 | 176.5686 |     15.0399 |  -0.9606754 |  0.07199378 | -4.295763 |     5.735778 |
|    110709 |    110709A | GRB110709642 |           15.408 |           15.408 | 15.926 | 15.927 |  40.918 |    40.9 |    44.7 |  43.201 |         0.405 | 3.406183e-06 |   1.254484e-07 | 552.7612 |    60.47596 |  -0.4511983 |  0.08978762 | -2.398474 |    0.2380272 |
|    110625 |    110625A | GRB110625881 |           21.141 |           21.138 | 19.117 | 19.115 |   6.755 |   6.755 |    44.5 |  26.881 |         0.572 | 1.212203e-05 |   1.344016e-07 | 193.3075 |    7.158623 |  -0.5400785 |  0.03433707 |  -2.29506 |   0.05053835 |
|    110610 |    110610A | GRB110610640 |           15.359 |           15.359 | 20.547 | 20.545 |  74.827 |  74.825 |    46.4 |  43.521 |         2.862 | 1.035398e-06 |   8.005311e-08 | 168.2329 |    56.64811 |  -0.8129771 |   0.2168912 | -1.903352 |    0.1773213 |
|    110420 |    110420B | GRB110420946 |           22.703 |           22.703 | 21.336 | 21.336 | -41.277 | -41.277 |   0.084 |   0.128 |         0.516 | 3.198079e-06 |   5.742274e-07 | 345.1889 |    104.8302 |  -0.1512107 |   0.4034418 | -4.334668 |     17.02643 |
|    110412 |    110412A | GRB110412315 |            7.556 |             7.56 |  8.899 |  8.899 |  13.488 |  13.517 |    23.4 |  20.733 |         4.636 | 2.823803e-07 |   5.383623e-08 | 64.80499 |    26.38367 | -0.01806932 |    1.025704 | -2.138246 |    0.3281697 |
|    110402 |    110402A | GRB110402009 |            0.216 |            0.216 | 13.162 | 13.161 |  61.247 |  61.242 |    60.9 |  35.649 |         1.461 | 1.751499e-06 |   1.512818e-07 | 881.3683 |    418.2292 |  -0.9489891 |    0.160284 | -2.489392 |    0.8409213 |
|    110319 |    110319B | GRB110319815 |           19.567 |           19.567 | 21.739 | 21.705 | -56.774 |  -57.11 |    14.5 |  31.232 |         5.049 | 6.584064e-07 |   1.073211e-07 | 450.0893 |    233.7183 |   -1.015183 |   0.2698769 |  -9.09244 |     9918.869 |
|    110318 |    110318A | GRB110318552 |           13.239 |           13.238 | 22.553 | 22.552 | -15.278 | -15.282 |    16.0 |  14.464 |         1.094 | 1.583608e-06 |   9.812359e-08 | 168.1985 |    18.09915 |  -0.5227277 |   0.1094658 | -2.688084 |    0.4759947 |
|    110213 |    110213A | GRB110213220 |            5.291 |            5.286 |  2.865 |  2.867 |  49.278 |  49.291 |    48.0 |  34.305 |         1.639 | 1.376025e-06 |   9.771947e-08 | 81.15365 |    9.575954 |   -1.059352 |   0.1321034 | -2.667196 |    0.3660178 |
|    110207 |    110207A | GRB110207470 |           11.289 |           11.289 |  0.836 |  0.836 |  -10.79 | -10.806 |    80.3 |  37.888 |          2.29 | 4.270796e-07 |   8.020926e-08 | 416.2024 |    384.8164 |  -0.9414929 |   0.2967849 | -1.975086 |    0.8160585 |
|    110128 |    110128A | GRB110128073 |            1.742 |            1.743 | 12.925 | 12.927 |  28.108 |    28.1 |    30.7 |   12.16 |         4.971 | 2.746435e-07 |   8.365824e-08 | 323.4807 |    206.8839 |  -0.8989181 |   0.3453854 | -13.28002 |    2543975.0 |
|    110119 |    110119A | GRB110119931 |           22.349 |            22.35 | 23.239 | 23.237 |   5.982 |   5.988 |   208.0 | 205.828 |         1.864 | 4.821353e-07 |   8.905107e-08 | 171.6044 |    34.43681 | -0.03121007 |   0.3659998 | -3.287636 |     2.372856 |
|    110106 |    110106B | GRB110106893 |           21.438 |           21.438 |  8.944 |  8.946 |  47.005 |  46.998 |    24.8 |  35.521 |         3.612 | 3.256557e-07 |   9.215319e-08 | 353.8627 |    305.9837 |   -1.186668 |   0.2836561 | -7.382504 |     7202.918 |
|    110102 |    110102A | GRB110102788 |           18.874 |            18.91 | 16.392 | 16.392 |   7.617 |   7.616 |   264.0 | 253.956 |         2.049 | 2.650196e-06 |   1.187974e-07 | 506.6919 |    90.78879 |   -1.021852 |   0.0568932 | -2.406032 |    0.4577827 |
|    101219 |    101219B | GRB101219686 |           16.465 |            16.47 |  0.817 |  0.815 | -34.556 | -34.566 |    34.0 |  51.009 |         1.775 |  2.30267e-07 |   6.262781e-08 | 87.21371 |     23.3495 |   0.4960754 |   0.9830689 | -2.638719 |    0.8528025 |
|    101030 |    101030A | GRB101030664 |           15.941 |           15.942 | 11.093 | 11.093 | -16.389 | -16.389 |    92.0 |  95.746 |         4.375 | 1.195185e-07 |   1.016975e-07 | 81.73903 |    50.99827 |   -1.252344 |   0.5978994 | -4.545929 |     92.30972 |
|    101024 |    101024A | GRB101024486 |           11.658 |           11.659 |  4.431 |  4.434 | -77.261 | -77.265 |    18.7 |  20.224 |         2.828 | 1.974737e-06 |   1.592104e-07 | 3611.351 |     863.557 |   -0.780908 |   0.1159928 | -2.759094 |     0.662046 |
|    101023 |    101023A | GRB101023951 |           22.837 |           22.835 | 21.197 | 21.198 | -65.389 | -65.386 |    80.8 |  76.801 |         8.256 | 5.481202e-06 |   1.281253e-07 | 255.8372 |     17.3666 |  -0.7904472 |  0.05438288 | -2.765915 |    0.2845986 |
|    101011 |    101011A | GRB101011707 |           16.976 |           16.977 |  3.218 |   3.22 |  -65.99 |   -65.9 |    71.5 |  36.352 |         2.318 |   1.2157e-06 |   1.201015e-07 | 2248.307 |     539.101 |  -0.2202842 |    0.269974 | -3.964564 |     2.758289 |
|    100924 |    100924A | GRB100924165 |            3.969 |            3.969 |  0.045 |  0.045 |   7.004 |   7.004 |    96.0 |   9.024 |         0.362 | 1.143402e-06 |   9.197264e-08 | 308.4159 |    64.50854 |  -0.7829276 |    0.122376 |  -3.30914 |     4.228429 |
|    100906 |    100906A | GRB100906576 |           13.824 |           13.824 |  1.913 |  1.912 |  55.634 |  55.631 |   114.4 | 110.594 |         2.828 | 2.237663e-06 |   1.222077e-07 | 146.3268 |    25.17996 |  -0.6028408 |   0.1577489 | -2.140209 |    0.1628662 |
|    100816 |    100816A | GRB100816026 |            0.631 |            0.631 | 23.449 | 23.449 |  26.568 |  26.579 |     2.9 |   2.045 |         0.229 | 2.517018e-06 |   3.848897e-07 | 131.9189 |    23.63843 |  -0.1299976 |   0.3271034 | -3.195457 |     1.390314 |
|    100814 |    100814A | GRB100814160 |            3.836 |            3.836 |  1.499 |  1.498 |  -17.99 | -17.996 |   174.5 |  150.53 |         1.619 | 1.001622e-06 |   7.883003e-08 |  128.188 |    28.52776 |   0.9106327 |   0.7165975 | -1.841843 |    0.1375029 |
|    100802 |    100802A | GRB100802240 |             5.76 |             5.76 |  0.165 |  0.164 |  47.752 |  47.754 |   487.0 |  28.672 |         3.167 | 3.215625e-07 |   5.556494e-08 | 80.79852 |    62.21449 |     2.17114 |    4.838437 | -1.538218 |     0.171219 |
|    100728 |    100728B | GRB100728439 |           10.532 |           10.532 |  2.937 |  2.937 |   0.296 |    0.28 |    12.1 |   10.24 |         1.846 | 7.418661e-07 |   7.117626e-08 | 63.19291 |    20.82245 |  -0.1778322 |    0.618432 | -1.842766 |    0.1186177 |
|    100728 |    100728A | GRB100728095 |            2.307 |            2.292 |  5.917 |  5.917 | -15.259 | -15.256 |   198.5 | 165.378 |         2.896 | 2.977882e-06 |   1.290585e-07 | 445.7095 |      56.038 |  -0.4535787 |  0.09414341 | -2.473951 |    0.3791233 |
|    100725 |    100725B | GRB100725475 |           11.409 |            11.41 | 19.335 | 19.336 |  76.955 |  76.956 |   200.0 | 146.434 |         4.971 | 3.573854e-07 |   1.305403e-07 | 139.4407 |     62.4087 |  -0.8229022 |   0.4764179 | -3.911286 |     15.44864 |
|    100704 |    100704A | GRB100704149 |            3.586 |            3.585 |  8.909 |  8.909 | -24.202 | -24.216 |   197.5 | 214.404 |         5.917 | 1.234421e-06 |   9.614278e-08 | 241.4656 |    42.80981 |  -0.5048383 |   0.1484732 | -2.557929 |    0.7260258 |
|    100625 |    100625A | GRB100625773 |           18.541 |           18.541 |  1.053 |  1.053 | -39.091 | -39.088 |    0.33 |    0.24 |         0.276 | 5.998001e-06 |    7.19017e-07 | 328.4625 |    101.6235 |   0.6542983 |   0.7948225 | -2.228605 |     0.386676 |
|    100619 |    100619A | GRB100619015 |            0.352 |            0.352 |  5.641 |  5.641 | -27.012 | -27.012 |    97.5 |  96.002 |         1.319 | 5.195553e-07 |   5.666423e-08 | 98.07391 |    20.07729 |   -1.264005 |     0.19705 | -16.16698 |   54470980.0 |
|    100615 |    100615A | GRB100615083 |            1.984 |            1.985 | 11.814 | 11.814 | -19.483 | -19.482 |    39.0 |  37.377 |         0.979 | 7.918945e-07 |    5.56133e-08 | 47.74328 |    6.945848 |   0.3107208 |    0.497294 | -2.123057 |     0.100839 |
|    100522 |    100522A | GRB100522157 |            3.764 |            3.765 |  0.466 |  0.466 |   9.397 |   9.402 |    35.3 |  35.326 |         0.715 | 1.005383e-06 |   8.515256e-08 | 102.3257 |    13.80935 |   -0.553197 |   0.2305422 | -2.671876 |    0.4070132 |
|    100504 |    100504A | GRB100504806 |            19.35 |           19.349 | 17.038 | 17.039 |  -35.59 |   -35.6 |    97.3 |  16.512 |          1.81 | 1.908285e-07 |   9.854082e-08 | 102.6146 |    44.90315 |    -1.10544 |   0.4639055 | -7.089542 |     1927.978 |
|    100206 |    100206A | GRB100206563 |           13.501 |           13.501 |  3.145 |  3.144 |  13.175 |  13.158 |    0.12 |   0.176 |         0.072 | 9.402238e-06 |   7.232825e-07 | 566.0923 |    117.2836 |  -0.2219089 |   0.1791444 | -2.384404 |    0.4532132 |
|     91221 |     091221 | GRB091221870 |           20.881 |           20.883 |   3.72 |   3.72 |  23.243 |   23.24 |    68.5 |   23.04 |         5.177 | 1.107256e-06 |   8.721137e-08 | 681.3929 |    222.6489 |  -0.9933085 |   0.1055235 | -6.003449 |     179.5847 |
|     91208 |    091208B | GRB091208410 |            9.832 |            9.833 |  1.961 |  1.959 |  16.881 |   16.89 |    14.9 |   12.48 |         5.018 |  2.69014e-06 |   1.072481e-07 | 145.5129 |    19.59596 |  -0.9337836 |  0.08934812 | -2.198303 |     0.146239 |
|     91127 |     091127 | GRB091127976 |           23.429 |           23.429 |  2.439 |  2.439 | -18.948 | -18.952 |     7.1 |   8.701 |         0.571 | 5.560185e-06 |   8.512325e-08 | 55.45233 |    2.278017 |  -0.5091187 |  0.08498511 | -2.273314 |    0.0313843 |
|     91112 |     091112 | GRB091112737 |           17.689 |           17.688 | 17.183 | 17.182 | -36.729 | -36.715 |    17.0 |  24.576 |         0.923 | 8.173003e-07 |   9.890874e-08 | 496.5882 |    252.2278 |  -0.9639494 |   0.1676671 | -2.204017 |    0.8499233 |
|     91020 |     091020 | GRB091020900 |           21.612 |           21.612 | 11.715 | 11.715 |  50.977 |   50.98 |    34.6 |  24.256 |         7.973 | 1.239016e-06 |   7.318899e-08 | 239.8271 |     142.685 |  -0.9117794 |   0.2560934 | -1.674574 |   0.09403235 |
|     90927 |     090927 | GRB090927422 |           10.121 |           10.121 | 22.929 |  22.93 | -70.973 |  -70.98 |     2.2 |   0.512 |         0.231 | 5.889473e-07 |   2.116526e-07 | 96.28263 |    15.01011 |     1.99968 |    1.559278 | -10.93263 |     2663.177 |
|     90926 |    090926B | GRB090926914 |            21.93 |           21.925 |  3.087 |  3.088 | -38.997 | -39.011 |   109.7 |  55.553 |         7.638 | 3.857081e-07 |   9.369987e-08 | 111.3605 |    14.26168 |  -0.1207696 |    0.320688 | -6.251487 |     76.74973 |
|     90915 |     090915 | GRB090915650 |           15.593 |           15.593 | 15.866 | 15.868 |   15.48 |  15.488 |     8.0 |  76.609 |         1.559 | 3.044506e-07 |   7.762471e-08 | 191.7813 |    77.56789 |  -0.8437808 |   0.3331949 | -5.230207 |     143.2117 |
|     90904 |    090904B | GRB090904058 |            1.405 |            1.404 | 17.613 | 17.613 | -25.219 | -25.212 |    47.0 |  56.065 |         1.846 | 9.318102e-07 |   1.235479e-07 | 252.1047 |     87.5932 |   -1.269387 |   0.1449101 | -4.459913 |     49.47132 |
|     90813 |     090813 | GRB090813174 |            4.179 |            4.178 | 15.004 | 15.053 |  88.571 |  88.569 |     7.1 |   7.552 |         0.362 | 1.005446e-06 |   6.597239e-08 | 63.96431 |    12.60016 |  -0.2095518 |     0.40326 | -2.034799 |    0.1029837 |
|     90709 |    090709B | GRB090709630 |           15.128 |           15.128 |  6.235 |   6.24 |  64.081 |  64.085 |    27.2 |  22.272 |          9.23 | 3.641501e-07 |   7.972009e-08 | 113.5412 |    22.88167 |  -0.3438122 |   0.3337762 | -2.959599 |     1.446428 |
|     90708 |     090708 | GRB090708152 |            3.638 |            3.638 | 10.309 | 10.309 |  26.616 |  26.637 |    15.0 |  21.248 |         3.167 | 1.136403e-07 |   6.163385e-08 | 64.99516 |    43.23639 |   -1.373199 |   0.6233812 | -2.836292 |     4.007621 |
|     90621 |    090621B | GRB090621922 |           22.124 |           22.124 | 20.897 | 20.895 |  69.034 |  69.013 |    0.14 |   0.384 |         1.032 | 2.880972e-06 |   4.141938e-07 | 188.1228 |    93.98742 |   0.6512898 |    1.161996 | -1.843271 |     0.287695 |
|     90618 |     090618 | GRB090618353 |            8.475 |            8.474 | 19.601 | 19.599 |  78.352 |  78.358 |   113.2 | 112.386 |         1.086 | 1.340083e-05 |   2.525354e-07 | 425.8604 |    23.61092 |  -0.9579971 |   0.0316006 | -2.873375 |    0.2556554 |
|     90531 |    090531B | GRB090531775 |           18.599 |           18.599 | 16.805 | 16.804 | -36.015 |  -36.05 |    80.0 |   0.768 |         0.231 | 2.311047e-06 |   3.881465e-07 | 2695.716 |    2093.109 |  -0.7696291 |   0.2422048 | -2.763963 |     2.548044 |
|     90518 |     090518 | GRB090518080 |            1.912 |            1.912 |  7.997 |  7.997 |   0.778 |    0.75 |     6.9 |   2.048 |          0.41 | 4.373808e-07 |   8.083557e-08 | 190.0029 |    78.83112 |   -1.208219 |   0.2264841 | -13.13569 |    3208021.0 |
|     90516 |    090516A | GRB090516353 |            8.464 |            8.466 |  9.216 |  9.217 | -11.848 |  -11.85 |   210.0 | 123.074 |         2.896 | 5.275849e-07 |   6.284446e-08 | 69.68456 |    50.16023 |  -0.5550286 |   0.9174827 | -1.793386 |    0.1538408 |
|     90509 |     090509 | GRB090509215 |            5.168 |            5.168 | 16.095 | 16.093 | -28.385 |   -28.4 |   335.0 | 283.844 |         2.463 | 4.708091e-07 |   6.528157e-08 | 191.8982 |    111.5119 |  -0.4223492 |   0.5679516 | -1.850507 |    0.3362694 |
|     90424 |     090424 | GRB090424592 |           14.202 |           14.202 | 12.635 | 12.633 |  16.829 |    16.8 |    48.0 |  14.144 |         0.264 | 1.096896e-05 |    1.38453e-07 | 186.9056 |    5.694518 |  -0.8428213 |  0.02381139 | -2.938811 |    0.1646469 |
|     90423 |     090423 | GRB090423330 |            7.922 |            7.924 |  9.926 |  9.913 |  18.165 |    18.1 |    10.3 |   7.168 |         2.415 | 1.519011e-07 |   1.009946e-07 | 80.20946 |    20.55983 |  -0.6161758 |   0.5439942 | -7.860589 |     1923.028 |
|     90422 |     090422 | GRB090422150 |            3.588 |            3.588 |  19.65 | 19.647 |  40.398 |    40.4 |     8.5 |   9.216 |         0.362 | 1.553732e-07 |   4.309192e-08 | 72.25961 |    13.49607 |   0.6689133 |   0.9639131 |  -3.48955 |     2.201769 |
|     90129 |     090129 | GRB090129880 |           21.121 |           21.121 |  17.94 | 17.933 | -32.793 |   -32.8 |    17.5 |   16.64 |         3.328 | 9.546301e-07 |   6.703233e-08 | 301.5264 |    121.3141 |    -1.17375 |   0.1250889 | -2.201465 |    0.5623777 |
|     90113 |     090113 | GRB090113778 |           18.678 |           18.678 |  2.138 |   2.14 |  33.436 |    33.4 |     9.1 |  17.408 |         3.238 | 4.720358e-07 |   8.275154e-08 | 202.1312 |    44.73004 |  -0.6245563 |   0.2199011 | -4.721095 |     28.50507 |
|     90102 |     090102 | GRB090102122 |            2.929 |            2.925 |   8.55 |  8.547 |  33.107 |    33.1 |    27.0 |  26.624 |          0.81 | 2.964657e-06 |   1.164381e-07 | 378.2668 |    22.98033 |  -0.2740737 |  0.07281825 | -7.321187 |     157.8212 |
|     81222 |     081222 | GRB081222204 |              4.9 |              4.9 |  1.517 |  1.513 | -34.095 |   -34.1 |    24.0 |   18.88 |         2.318 |  1.66787e-06 |   8.825765e-08 | 167.4924 |    19.22321 |  -0.7350503 |  0.09339649 | -2.589271 |    0.3848182 |
|     81221 |     081221 | GRB081221681 |           16.353 |           16.353 |  1.053 |  1.053 | -24.542 |   -24.5 |    34.0 |  29.697 |          0.41 | 2.468543e-06 |   9.024168e-08 | 115.6503 |    4.717067 |  -0.3420984 |  0.07409413 | -3.885949 |    0.7961366 |
|     81126 |     081126 | GRB081126899 |           21.569 |           21.569 | 21.568 | 21.567 |  48.714 |    48.7 |    54.0 |  54.145 |         0.923 | 1.375755e-06 |   7.331351e-08 |  293.157 |    55.95936 |  -0.5060318 |   0.1456539 | -2.176168 |    0.2928827 |
