|    name |       pseudo z |   pseudo z_error | Epeak (siml) [keV] | Epeak_error (siml) [keV] |        Luminosity |  Luminosity_error |
| 111121A |  1.62502608766 |  0.0135920114574 |      361.149128199 |                      0.0 | 4.47882439237e+52 | 2.85013890113e+50 |
| 111109A |  7.44608371614 |  0.0734267214367 |      450.789161472 |                      0.0 | 2.47183819412e+53 | 2.64101383762e+51 |
| 111103B |  1.10302091981 |  0.0106939858169 |      198.909466603 |                      0.0 | 1.63697849343e+52 | 1.02303588451e+50 |
| 111029A |  2.76303735397 |  0.0530273010267 |      230.833388219 |                      0.0 | 4.01999895711e+52 | 6.96207691545e+50 |
| 111026A |  1.51802502835 |  0.0282088483918 |      71.2891896384 |                      0.0 | 5.78760648331e+51 | 7.96849292797e+49 |
| 111022B |  1.27502262263 |   0.210642405787 |      23.8183924559 |                      0.0 | 1.32768815448e+51 |   1.510803736e+50 |
| 111022A |   2.0410302061 |  0.0286421942861 |      219.853343859 |                      0.0 |  2.9137790758e+52 | 3.37282692013e+50 |
| 111018A |  4.68205635226 |    0.10485290871 |      177.626458804 |                      0.0 | 4.83396801938e+52 |  1.0963029983e+51 |
| 111016A |  4.46005415444 |  0.0935100026097 |      318.445471318 |                      0.0 | 9.43332965927e+52 |  1.9855371327e+51 |
| 111005A |  2.30303279993 |   0.102385153256 |      135.690880131 |                      0.0 | 1.78262186258e+52 | 6.79102313148e+50 |
| 110928A |  2.35803334443 |   0.126198576567 |      119.463674329 |                      0.0 | 1.55611286077e+52 | 7.18724462997e+50 |
| 110915A |  1.89102872109 |  0.0209855748612 |      245.022676772 |                      0.0 | 3.12775649976e+52 |  2.7903153122e+50 |
| 110827A |  4.50705461975 |   0.105140364656 |      167.350287394 |                      0.0 | 4.32307560464e+52 | 1.01436629161e+51 |
| 110820A |  3.34004306633 |   0.103512172222 |      105.285217735 |                      0.0 | 1.82560296055e+52 | 5.35125439629e+50 |
| 110726A |  2.59703571056 |  0.0781488333525 |      150.973905259 |                      0.0 | 2.25649005012e+52 | 6.02508329598e+50 |
| 110719A | 0.865018563586 |  0.0502815164744 |      33.4402860551 |                      0.0 |  1.5809117339e+51 | 5.23823181824e+49 |
| 110709B | 0.943019335793 |  0.0204104300521 |      84.1477239564 |                      0.0 | 5.15704880651e+51 | 6.65776033619e+49 |
| 110530A |  5.49406439114 |   0.102332225479 |      228.732075505 |                      0.0 | 7.77273504781e+52 | 1.50529484882e+51 |
| 110521A |  4.54805502565 |  0.0840662043131 |      203.475307124 |                      0.0 | 5.54899954671e+52 | 1.03334954225e+51 |
| 110520A |  6.85507786518 |  0.0693520359455 |      746.065251091 |                      0.0 | 4.19945202885e+53 | 4.55672928652e+51 |
| 110519A |  3.83704798668 |  0.0274134104314 |       950.74931994 |                      0.0 |  3.1182559549e+53 |  2.1719324587e+51 |
| 110420A | 0.640016336063 |   0.011232167797 |       142.01236859 |                      0.0 | 7.96982630606e+51 | 6.70835671603e+49 |
| 110414A |  2.91403884889 |   0.109933691655 |      194.517059396 |                      0.0 | 3.41977057117e+52 | 1.18046885619e+51 |
| 110411A |  5.65106594546 |  0.0625639205362 |      624.213657263 |                      0.0 | 2.74955224319e+53 | 3.17867817987e+51 |
| 110407A |  3.14404112591 |  0.0284205374488 |      315.981118886 |                      0.0 | 6.65622379252e+52 | 5.61032509767e+50 |
| 110319A |  1.39302379084 |  0.0268914880507 |        109.5051138 |                      0.0 | 9.21856981144e+51 |   1.273160776e+50 |
| 110318B |  4.94005890649 |  0.0595688746363 |      304.697688562 |                      0.0 | 9.90928835004e+52 | 1.22130178754e+51 |
| 110315A |  5.56106505445 |  0.0480253636692 |       756.82702253 |                      0.0 | 3.42592902727e+53 | 3.08195691378e+51 |
| 110312A |  1.07802067231 |  0.0632209625533 |      44.5907568437 |                      0.0 | 2.57069190032e+51 | 9.61198650116e+49 |
| 110305A |  6.26607203402 |  0.0986639199648 |      691.095572283 |                      0.0 | 3.47326742105e+53 | 5.79627220637e+51 |
| 110223B |  3.55904523445 |  0.0695970461481 |       161.43776442 |                      0.0 | 3.27984559352e+52 | 6.15349975969e+50 |
| 110223A |  2.08103060211 |   0.120310720061 |      70.9260713611 |                      0.0 | 7.37195837381e+51 | 3.53787978118e+50 |
| 110212A |  2.84103812618 |  0.0534125453387 |      240.881890869 |                      0.0 | 4.34428939453e+52 | 7.42446710511e+50 |
| 110210A |  3.29104258123 |   0.137692145118 |      81.4505577033 |                      0.0 | 1.31311615828e+52 | 5.17846887272e+50 |
| 110208A |  4.75805710467 |  0.0697970726691 |      253.304232494 |                      0.0 | 7.60272351971e+52 | 1.13261503119e+51 |
| 110201A |  1.53502519665 |  0.0283787929572 |      72.5121711467 |                      0.0 | 5.96150818201e+51 |    8.20199814e+49 |
| 110106A | 0.980019702097 |   0.037489795674 |      55.7004775982 |                      0.0 | 3.18166986108e+51 | 7.40372976462e+49 |
| 101213A |  2.27603253263 |   0.067962354866 |      234.243132404 |                      0.0 | 3.45184882551e+52 | 8.80083467993e+50 |
| 101117B |  1.19602184052 |  0.0180073869494 |       154.13809982 |                      0.0 | 1.26330203614e+52 | 1.27313108148e+50 |
| 101020A |  3.75404716497 |   0.167881304078 |      151.107709083 |                      0.0 | 3.18328405763e+52 | 1.38154846662e+51 |
| 101017A | 0.452014474845 | 0.00565573575341 |      57.9622343341 |                      0.0 | 2.28366056097e+51 | 1.09320497384e+49 |
| 101008A |  2.39503371074 |  0.0475815652706 |      195.499722372 |                      0.0 | 2.88739282361e+52 | 4.97338854153e+50 |
| 100928A |  0.70501697957 |  0.0375813781767 |       40.926038164 |                      0.0 | 1.81216072515e+51 | 4.90899501093e+49 |
| 100917A |  3.75704719467 |   0.139909637855 |      175.516068761 |                      0.0 | 3.82869583375e+52 | 1.38392616702e+51 |
| 100915A |  6.17307111331 |   0.237965646232 |      330.858664512 |                      0.0 |  1.3825363156e+53 | 5.63686403265e+51 |
| 100905A |   1.9790295923 |  0.0588891471653 |      65.6514434239 |                      0.0 | 6.43155875881e+51 |  1.5625307476e+50 |
| 100904A |  2.39603372064 |  0.0713825964444 |      195.555351579 |                      0.0 | 2.89071021037e+52 |  7.4675267366e+50 |
| 100823A |  4.49105446134 |  0.0420644676939 |      350.672610842 |                      0.0 | 1.06958530172e+53 | 1.00699416821e+51 |
| 100807A |  2.14203120601 |  0.0405758330217 |      181.281915319 |                      0.0 | 2.39264452054e+52 | 3.79740583157e+50 |
| 100805A |  6.39007326163 |   0.111996330199 |      460.153106386 |                      0.0 | 2.15148293363e+53 | 4.00723522996e+51 |
| 100727A |  1.22002207812 |  0.0227866773593 |      54.2794565991 |                      0.0 | 3.54842314721e+51 | 4.47621559602e+49 |
| 100725A |  4.19505153092 |  0.0602080859113 |      235.927580997 |                      0.0 | 6.13865459865e+52 | 8.74359517135e+50 |
| 100719A |  3.43804403654 |   0.138596500277 |       153.08838143 |                      0.0 | 2.97246093273e+52 | 1.14085038952e+51 |
| 100614A |  4.66705620376 |    0.11986480487 |      278.588204945 |                      0.0 | 8.38005024891e+52 | 2.17837512216e+51 |
| 100606A |  2.23803215642 |  0.0928623709423 |       176.09487188 |                      0.0 | 2.39734439461e+52 | 8.44969282487e+50 |
| 100526B |  6.74607678607 |   0.383976960554 |      103.259038428 |                      0.0 |  3.6326274251e+52 | 2.21307488197e+51 |
| 100526A |  1.40702392944 |   0.127498431353 |      43.8222638917 |                      0.0 | 3.01170710527e+51 | 1.96060023411e+50 |
| 100508A |  11.8661274746 |   0.129598008523 |        859.0959796 |                      0.0 | 9.15875597851e+53 | 1.13380625588e+52 |
| 100324A |  4.16405122401 |   0.140485451862 |      117.036869557 |                      0.0 | 2.57487358355e+52 | 8.60891868514e+50 |
| 100316C |   2.0690304833 |  0.0900176664951 |      50.5412085817 |                      0.0 | 4.83793619923e+51 | 1.74396822636e+50 |
| 100316A |  3.17404142291 |  0.0713854833008 |        404.1090337 |                      0.0 | 9.08925049897e+52 | 1.91043869121e+51 |
| 100305A |  5.72706669787 |   0.135103387355 |      472.843901093 |                      0.0 | 1.98181574181e+53 | 4.89165321457e+51 |
| 100213A |  5.69706640086 |  0.0386523881577 |      934.337212506 |                      0.0 | 4.55150711763e+53 | 3.22848547123e+51 |
| 100212A |   1.0360202565 |  0.0223994851442 |      68.5619233779 |                      0.0 | 4.25206076873e+51 | 5.74919828231e+49 |
| 100205A |  4.99305943119 |   0.104096166009 |       196.53667623 |                      0.0 | 5.84424794025e+52 | 1.24757500479e+51 |
| 100119A | 0.491014860949 |  0.0184501391542 |      56.5248484447 |                      0.0 | 2.28516655074e+51 | 3.47526090879e+49 |
| 100111A |  3.89704858069 |   0.044284767302 |      474.415901555 |                      0.0 |  1.3467264387e+53 | 1.49675674404e+51 |
| 091208A |  3.72504687787 |  0.0466049679932 |      423.439831122 |                      0.0 | 1.12080543061e+53 | 1.35865190461e+51 |
| 091130B |  1.20902196922 |  0.0494402374277 |      49.8762304319 |                      0.0 | 3.17657228828e+51 |  8.7375794633e+49 |
|  091104 |  4.61005563946 |   0.104984162725 |       173.32317027 |                      0.0 |  4.6189246337e+52 | 1.06230537602e+51 |
|  091102 |  1.59602580056 |  0.0455261102393 |      93.7546274077 |                      0.0 | 8.41712063165e+51 | 1.81412402804e+50 |
|  091026 |  3.57904543245 |  0.0569784961659 |       468.63454053 |                      0.0 | 1.22197596895e+53 | 1.86874730062e+51 |
| 090929B |  2.20303180992 |  0.0223771517264 |      309.957804638 |                      0.0 | 4.73594855446e+52 | 4.06632806406e+50 |
|  090916 |  2.69803671047 |  0.0623864717133 |      269.822022502 |                      0.0 | 4.76584832753e+52 | 9.88123678196e+50 |
|  090912 |  4.34705303573 |  0.0421217440364 |      333.382961078 |                      0.0 | 9.72542062315e+52 | 9.41568952212e+50 |
| 090904A |  1.08602075151 |  0.0267471723718 |      65.6267495021 |                      0.0 | 4.14907873133e+51 | 6.53826939692e+49 |
| 090831C |   1.0250201476 |  0.0489324974746 |      20.1838386607 |                      0.0 | 9.40078968882e+50 | 2.79179968324e+49 |
| 090814A |  3.40404369994 |   0.138405224434 |      150.765730443 |                      0.0 | 2.88977235985e+52 | 1.11613410787e+51 |
|  090807 |  2.54603520565 |   0.110963211956 |      109.528951234 |                      0.0 | 1.49520743516e+52 | 5.75028416796e+50 |
|  090728 |  1.27002257313 |  0.0840583211117 |      49.8327120235 |                      0.0 | 3.28517178406e+51 | 1.49506647384e+50 |
|  090727 |  5.38906335163 |  0.0821999543256 |      265.966077224 |                      0.0 | 9.16982822061e+52 |   1.449931432e+51 |
| 090715A |  1.72402706777 |  0.0424897259639 |      243.116466896 |                      0.0 | 2.88208870667e+52 | 5.52499307449e+50 |
|  090712 |  2.91303883899 |   0.089568295613 |      165.170064158 |                      0.0 | 2.79530992388e+52 | 7.86361062575e+50 |
| 090709A | 0.681016741967 |   0.007042683661 |      97.5436131393 |                      0.0 | 5.18413739145e+51 | 2.66928243336e+49 |
|  090628 |  2.81003781928 |  0.0532631730872 |      236.808696446 |                      0.0 |  4.2133777149e+52 |  7.2390241521e+50 |
|  090607 |  10.2031110107 |  0.0425286484176 |      1025.26301857 |                      0.0 | 9.60238636915e+53 |  4.4799586031e+51 |
| 090531A |  2.43803413644 |  0.0589168196008 |      169.627909169 |                      0.0 | 2.46377868432e+52 | 5.18898824679e+50 |
| 090429B |  3.61304576906 |  0.0522826848454 |      367.050973929 |                      0.0 | 9.13008422419e+52 | 1.27173547123e+51 |
| 090429A |  4.64005593646 |  0.0699544154318 |      243.553527683 |                      0.0 | 7.06153842227e+52 | 1.07642290373e+51 |
|  090419 |  4.70205655027 |   0.104813347831 |      178.791753638 |                      0.0 | 4.89492680955e+52 | 1.10581673528e+51 |
|  090410 |  10.4231131887 |  0.0153884325076 |      2401.43691155 |                      0.0 | 2.79927657431e+54 | 4.63455026371e+51 |
|  090404 |  3.24904216542 |  0.0433881170878 |      358.528648637 |                      0.0 | 8.01992567576e+52 | 1.00647267598e+51 |
| 090401B | 0.430014257043 | 0.00276242660225 |      110.846295001 |                      0.0 | 4.97782006545e+51 | 1.18179311956e+49 |
| 090401A | 0.629016227162 |  0.0079096456443 |      112.543835933 |                      0.0 |  5.9433739325e+51 | 3.54663548418e+49 |
| 090309A |    3.994049541 |  0.0935865144657 |      268.287521797 |                      0.0 | 6.84748229636e+52 | 1.57704188303e+51 |
| 090308A |  12.9621383251 |              0.0 |         329.083621 |                      0.0 | 3.11402785894e+53 |               0.0 |
| 090307A |  10.4031129907 |   0.146430654796 |      383.161331336 |                      0.0 | 2.92768690387e+53 | 4.62045866842e+51 |
| 090301A | 0.229012267123 | 0.00239752013642 |      33.0887220612 |                      0.0 | 9.29788878656e+50 | 2.22916530904e+48 |
|  090201 | 0.565015593556 |  0.0107977684266 |      120.410374694 |                      0.0 |  6.1480427789e+51 | 5.21319660353e+49 |
|  090123 |   3.9950495509 |  0.0743193178664 |      450.247459853 |                      0.0 | 1.29434780489e+53 | 2.36681759124e+51 |
|  090111 |  1.56802552336 |  0.0701619256828 |      63.6728077309 |                      0.0 | 5.16168199533e+51 |  1.7331864778e+50 |
| 090107A |  3.52404488795 |  0.0758368807537 |      260.423728882 |                      0.0 | 5.84613553371e+52 |   1.204409906e+51 |
|  081230 |  3.48704452165 |   0.059508812978 |      177.377496737 |                      0.0 | 3.61019242447e+52 | 5.88441294481e+50 |
|  081228 |  2.12503103771 |  0.0606698989413 |      73.2152786469 |                      0.0 | 7.80412555384e+51 | 1.86206598636e+50 |
| 081211A |  3.90004861039 |   0.105180401915 |      234.968827367 |                      0.0 | 5.68299619562e+52 | 1.49921419567e+51 |
|  081210 |  1.55902543425 |  0.0251812727115 |      144.936103952 |                      0.0 | 1.41199001261e+52 | 1.70760171294e+50 |
|  081128 |   1.9750295527 |  0.0543113888245 |      122.730278497 |                      0.0 | 1.38588467214e+52 | 3.10941435143e+50 |
|  081127 |  7.50408429034 |   0.121897674695 |      529.747782293 |                      0.0 | 3.03958339523e+53 | 5.35468356434e+51 |
| 081109A |  3.61304576906 |              0.0 |      270.605026425 |                      0.0 | 6.27693290413e+52 |               0.0 |
|  081104 |  2.67903652237 |   0.118297434989 |      158.266682461 |                      0.0 | 2.45959521404e+52 | 9.71978707161e+50 |
|  081102 |  2.11503093871 |  0.0778559007201 |      144.869659751 |                      0.0 | 1.79771072192e+52 | 5.52205668607e+50 |
|  081022 |  3.37204338313 |  0.0691077554708 |      148.619728453 |                      0.0 | 2.81339447654e+52 | 5.46543631985e+50 |
|  081017 |  15.5521639663 |  0.0270967988134 |      353.313324697 |                      0.0 | 4.18873565998e+53 | 8.42748608179e+50 |
| 081016B |  3.15704125461 |   0.082010463878 |      115.801228994 |                      0.0 |  1.9462505679e+52 | 4.71884344431e+50 |
|  081011 |  8.69709610116 |   0.083856475501 |      490.034387324 |                      0.0 | 3.24591668014e+53 | 3.44972245747e+51 |
| 080916B |  3.68604649176 |   0.139688804354 |      170.431771838 |                      0.0 | 3.62516649407e+52 | 1.32811244806e+51 |
| 080915B |  1.11702105841 | 0.00913195510087 |       232.16742356 |                      0.0 | 1.99693693759e+52 | 1.05865590095e+50 |
| 080915A |  2.93503905679 |  0.0807544394229 |      103.548037437 |                      0.0 | 1.58598005467e+52 | 4.00006421807e+50 |
|  080903 |  2.42703402754 |   0.047797205935 |      113.504690102 |                      0.0 | 1.49740603346e+52 | 2.56670262579e+50 |
| 080822B |   4.0000496004 |   0.140386645102 |      29.6915429883 |                      0.0 | 4.58480195746e+51 | 1.58206363042e+50 |
|  080802 |  13.4471431266 |              0.0 |      863.938471933 |                      0.0 | 1.06349445778e+54 |               0.0 |
| 080727B | 0.771017632976 | 0.00528120028914 |      117.023100157 |                      0.0 | 6.90121875548e+51 | 2.52922479067e+49 |
| 080727A |  7.36808294393 |   0.246041640669 |      292.250155754 |                      0.0 | 1.43479702209e+53 | 5.18471618295e+51 |
| 080723A |  2.76703739357 |  0.0442065188709 |      152.680671612 |                      0.0 | 2.42173175869e+52 | 3.49272429956e+50 |
|  080703 |  1.96802948339 |  0.0704955259168 |      98.6450156043 |                      0.0 |  1.0558586967e+52 | 3.08213053687e+50 |
| 080702B |  3.30704273963 |  0.0826803108145 |      124.319302968 |                      0.0 | 2.21875758814e+52 | 5.23461394474e+50 |
|  080701 |  2.86203833408 |  0.0364847613495 |      332.715646679 |                      0.0 | 6.50394678095e+52 | 7.55133594154e+50 |
|  080623 |  1.24002227612 |  0.0414256573658 |      84.3867355354 |                      0.0 | 6.17121865048e+51 | 1.40261955184e+50 |
| 080613B |  1.45602441454 |  0.0224649257778 |      138.647657847 |                      0.0 |  1.2717989341e+52 | 1.42969252968e+50 |
|  080602 | 0.832018236882 |  0.0146191392994 |      60.3381093327 |                      0.0 |  3.1940446849e+51 | 3.13245529974e+49 |
|  080524 |  3.92804888759 |   0.210432446175 |      135.157627595 |                      0.0 | 2.90061828601e+52 | 1.52222958937e+51 |
|  080523 |  4.57205526325 |  0.0840369670329 |      205.191371451 |                      0.0 | 5.63522282777e+52 | 1.04452281702e+51 |
|  080517 |  2.65203625506 |   0.131059038346 |      102.846856116 |                      0.0 | 1.43485364443e+52 |  6.3283630296e+50 |
|  080515 |  1.10602094951 |    0.04614683271 |      121.311393217 |                      0.0 | 8.92975384806e+51 | 2.40475359151e+50 |
|  080506 |  2.23503212672 |  0.0928153047609 |      56.8967715089 |                      0.0 |  5.9714074019e+51 | 2.10556950499e+50 |
|  080503 |  1.34602332553 |  0.0322227661007 |      50.1619372924 |                      0.0 | 3.44480371038e+51 | 5.81496166745e+49 |
|  080409 |  1.62502608766 |  0.0260819679317 |      212.631315651 |                      0.0 | 2.33403524673e+52 | 2.85013890113e+50 |
|  080328 |  5.13106079741 |  0.0226192002228 |      1730.92244943 |                      0.0 | 8.71326414257e+53 | 3.95070302525e+51 |
|  080325 |  1.22002207812 |   0.117188626412 |      61.5621887535 |                      0.0 | 4.13982700508e+51 | 2.68572935744e+50 |
|  080320 |   7.0510798056 |  0.0627969671967 |      477.364223752 |                      0.0 | 2.50058738922e+53 |  2.3970575325e+51 |
| 080319D |  15.1331598182 |   0.196484344472 |      446.832291866 |                      0.0 | 5.41667898235e+53 | 8.10762208746e+51 |
| 080319A |  1.34502331563 |  0.0483132147871 |      63.3254209662 |                      0.0 | 4.58408710997e+51 | 1.16070943914e+50 |
|  080315 |   38.858394698 |  0.0106129401265 |      1675.66838126 |                      0.0 | 8.35585983211e+54 | 2.73438044641e+51 |
|  080307 |  6.43107366754 |  0.0977724637654 |      294.963975059 |                      0.0 | 1.25380492337e+53 | 2.02743456415e+51 |
|  080303 |  4.65205605526 |  0.0599484242538 |      487.293367133 |                      0.0 | 1.66023617401e+53 | 2.16417844343e+51 |
| 080229A |  1.11202100891 | 0.00905253190771 |      166.452804147 |                      0.0 | 1.32359608462e+52 | 6.97235011512e+49 |
| 080218B |  1.59202576096 |  0.0615995890307 |      178.324727811 |                      0.0 |  1.8513606391e+52 | 5.40731176793e+50 |
| 080218A | 0.567015613356 |  0.0454757386502 |      17.8679533686 |                      0.0 | 5.90640063237e+50 | 2.10659584388e+49 |
|  080212 |  5.81306754928 |   0.100932028352 |      612.005319586 |                      0.0 |  2.7641964112e+53 | 5.03277005167e+51 |
|  080205 |  3.48204447214 |  0.0594979739153 |      311.001925055 |                      0.0 | 7.19098061188e+52 | 1.17318368892e+51 |
|  080130 |  7.12408052831 |   0.187511636372 |       198.62714542 |                      0.0 | 8.60759898688e+52 | 2.44167531669e+51 |
|  080129 |   5.0720602133 |   0.207718296655 |      114.603464129 |                      0.0 | 3.06141483824e+52 | 1.28710135868e+51 |
|  080123 |  6.45207387544 |  0.0868061150533 |      1008.11320925 |                      0.0 | 5.69893635207e+53 | 8.15866043424e+51 |
|  071129 |  5.14606094591 |  0.0921085847494 |      398.696657405 |                      0.0 | 1.43824112882e+53 | 2.64902973808e+51 |
|  071118 |  8.70309616056 |   0.111757583869 |      388.224525247 |                      0.0 | 2.43987806509e+53 | 3.45371641059e+51 |
|  071101 |   4.0510501053 |    0.10532668885 |      141.766744778 |                      0.0 | 3.17041886911e+52 | 8.12503577429e+50 |
| 071028A |  8.24309160652 |   0.115673360133 |      353.531281374 |                      0.0 | 2.04838329984e+53 | 3.15049796487e+51 |
|  071025 | 0.849018405184 |   0.026879845167 |      38.4613162792 |                      0.0 | 1.85531578765e+51 | 3.31478413572e+49 |
|  071020 | 0.578015722257 | 0.00577007661404 |      79.2470110653 |                      0.0 | 3.71556268028e+51 | 1.66973183995e+49 |
|  071018 |  12.3701324642 |   0.124187859433 |      528.767294875 |                      0.0 |  5.2889207272e+53 | 6.03757268163e+51 |
|  071013 |  5.68406627216 |   0.203041030275 |      241.522152297 |                      0.0 | 8.60999398871e+52 | 3.21438425672e+51 |
|  071011 |  1.69702680047 |  0.0580297556324 |      120.756896432 |                      0.0 |  1.2042456753e+52 | 3.18443550807e+50 |
|  071008 |  2.24403221582 |  0.0743649151606 |      68.6653090073 |                      0.0 | 7.54678570399e+51 | 2.12616433725e+50 |
|  071006 |  1.10802096931 |  0.0594004613241 |      324.064075057 |                      0.0 | 2.99059006703e+52 | 1.03567539969e+51 |
|  071001 |  2.21203189902 |  0.0410890928164 |      108.364233126 |                      0.0 |  1.3060946256e+52 | 2.05339844332e+50 |
| 070920B |  2.08303062191 |  0.0451343652987 |      89.7466598662 |                      0.0 | 9.85500053239e+51 | 1.77311962327e+50 |
| 070920A |  7.39808324093 |   0.122773932032 |      294.246265308 |                      0.0 | 1.45323688815e+53 | 2.61104457564e+51 |
|  070917 | 0.753017454775 | 0.00696210031408 |      123.355549643 |                      0.0 | 7.27158146272e+51 | 3.54923530516e+49 |
|  070913 |  1.87202853299 |  0.0492384496776 |      120.025008508 |                      0.0 | 1.29123782191e+52 | 2.72065667971e+50 |
|  070911 |  1.11202100891 |  0.0132306235574 |       122.27102569 |                      0.0 | 9.05618373687e+51 | 6.97235011512e+49 |
|  070808 |   1.0160200585 |  0.0243235437807 |      61.5245745504 |                      0.0 | 3.67562816353e+51 | 5.45023782774e+49 |
|  070805 |  4.32005276843 |   0.120368066501 |      247.003237654 |                      0.0 | 6.68539928012e+52 | 1.85897940149e+51 |
|  070731 |  1.83002811718 |  0.0568437932244 |      102.208919799 |                      0.0 | 1.04108377399e+52 | 2.56998069612e+50 |
| 070721A |  3.40904374944 |  0.0593288631164 |      171.335452701 |                      0.0 | 3.38547150749e+52 | 5.59877047962e+50 |
| 070714A |  1.52702511745 |  0.0345877724118 |      107.353599208 |                      0.0 | 9.62059844542e+51 | 1.61832970153e+50 |
|  070704 |  3.75804720457 |  0.0399749923256 |      486.457844718 |                      0.0 | 1.34106602697e+53 | 1.38471911166e+51 |
|  070628 | 0.374013702637 | 0.00669152244901 |      25.7694529264 |                      0.0 | 7.88288592473e+50 | 4.71814191994e+48 |
|  070621 |  1.70402686977 |  0.0395412589672 |      166.307973167 |                      0.0 | 1.79059062797e+52 | 3.21801215316e+50 |
|  070616 |  5.16106109441 |  0.0300520991383 |      745.064083384 |                      0.0 | 3.11105717616e+53 | 1.86500144732e+51 |
| 070612B |  2.17903157232 |  0.0580512396866 |      240.751084502 |                      0.0 | 3.44029769111e+52 | 7.72084020804e+50 |
|  070531 |  5.14306091621 |  0.0911961941161 |      433.956014611 |                      0.0 |  1.5952757249e+53 | 2.91057994078e+51 |
| 070520B |  7.47108396364 |    0.11932991129 |      400.990751622 |                      0.0 | 2.14833162439e+53 | 3.71931991688e+51 |
| 070520A |  4.71205664927 |   0.142899643327 |      193.846648162 |                      0.0 | 5.41816849469e+52 | 1.66587736939e+51 |
|  070518 |  6.57007504365 |   0.074175827829 |      470.328841676 |                      0.0 | 2.27646413433e+53 | 2.74141580587e+51 |
|  070517 |  5.27606223292 |  0.0738499442583 |      433.439336741 |                      0.0 | 1.63531721953e+53 | 2.36492200969e+51 |
|  070509 |  3.66604629376 |  0.0739162192316 |      187.119431725 |                      0.0 | 4.04509982185e+52 | 7.87538560984e+50 |
| 070429A |  5.75106693547 |   0.148124529454 |       251.08644176 |                      0.0 | 9.14303313251e+52 | 2.46545310466e+51 |
|  070427 |   4.0790503825 |  0.0408787971976 |      383.174133945 |                      0.0 | 1.08344897627e+53 |  1.0717066717e+51 |
|  070420 | 0.715017078571 |  0.0202682692761 |      98.0607421377 |                      0.0 | 5.34674242047e+51 |   7.765856507e+49 |
| 070419B |  2.59903573036 |   0.048146329134 |      196.402039982 |                      0.0 | 3.12060103011e+52 | 5.13058813605e+50 |
|  070412 |  2.90703877959 |  0.0732471517169 |      127.945004824 |                      0.0 | 2.03811027806e+52 |  4.6959404568e+50 |
|  070330 |  10.0451094465 |  0.0479752200161 |       1200.8550539 |                      0.0 | 1.14594100693e+54 | 6.11731853205e+51 |
|  070328 |  1.65502638466 |  0.0184667793452 |        243.5095005 |                      0.0 |  2.7954254989e+52 |  2.3895830216e+50 |
|  070227 |  2.33903315633 |   0.103775275528 |      446.579869679 |                      0.0 | 7.81252048761e+52 | 2.98411953483e+51 |
|  070224 |  9.16510073441 |   0.104668159842 |      470.529731568 |                      0.0 | 3.27191179235e+53 | 4.14053416065e+51 |
|  070223 |  7.94208862659 |  0.0771040985074 |      653.338567459 |                      0.0 | 4.18352045973e+53 |  4.4333526042e+51 |
|  070220 |  1.92402904779 |  0.0172112233235 |      402.568138745 |                      0.0 | 5.83986603133e+52 | 4.22459250676e+50 |
|  070219 |  1.24202229592 |  0.0536379973678 |      34.7510224674 |                      0.0 | 2.07610422834e+51 | 6.10426899552e+49 |
|  070107 |  2.56403538385 |  0.0454421399681 |      257.035614656 |                      0.0 | 4.29071651727e+52 | 6.72354743196e+50 |
|  061218 |  3.95204912519 |   0.194296094029 |      96.0901692145 |                      0.0 | 1.91877677162e+52 | 9.25242260309e+50 |
|  061202 |   1.0020199199 |   0.016322533869 |      72.3513226182 |                      0.0 | 4.45065640277e+51 | 4.45959206835e+49 |
|  061126 | 0.524015187652 | 0.00582490901479 |      76.3527399505 |                      0.0 | 3.39369398672e+51 | 1.59413248865e+49 |
|  061102 |  2.70103674017 |  0.0859212243626 |      48.4834089378 |                      0.0 | 5.78702236233e+51 | 1.65114078135e+50 |
|  061028 |  4.86705818378 |   0.122112171763 |       280.16685782 |                      0.0 | 8.80527960313e+52 | 2.25233815591e+51 |
|  061019 |  3.18604154172 |   0.085250718561 |      380.384075781 |                      0.0 | 8.46750804993e+52 | 2.11934673652e+51 |
|  061006 | 0.700016930069 | 0.00749083734327 |      73.8178399061 |                      0.0 | 3.73109959841e+51 | 2.02053252425e+49 |
|  061004 | 0.839018306183 |  0.0134325972153 |      54.9032210751 |                      0.0 | 2.85780193239e+51 |  2.5654168826e+49 |
|  061002 |  1.47002455315 |  0.0978659502357 |      52.8223311199 |                      0.0 | 3.91339676674e+51 | 1.90561916389e+50 |
|  060929 |  10.9381182873 |  0.0867226037575 |      768.099409053 |                      0.0 |  7.2803884836e+53 | 6.49984301753e+51 |
| 060923C |  2.27503252273 |   0.140149594807 |      119.194475019 |                      0.0 | 1.50444900962e+52 | 7.91235173341e+50 |
| 060923B |  1.91202892899 |   0.075551537586 |       132.62494865 |                      0.0 | 1.48430265564e+52 | 4.73284159947e+50 |
| 060923A | 0.754017464675 |  0.0388918625209 |      27.1263331383 |                      0.0 | 1.13302037173e+51 |  3.0875530621e+49 |
|  060919 |  1.74202724597 |  0.0471386942522 |      150.499463064 |                      0.0 | 1.61095099362e+52 | 3.40361159479e+50 |
| 060904A | 0.928019187292 | 0.00939598908309 |       109.86317578 |                      0.0 | 7.08894691995e+51 | 4.24585109694e+49 |
|  060825 |  2.74203714607 |  0.0253649167785 |      363.524045755 |                      0.0 | 6.97905679031e+52 |  5.8139857454e+50 |
